"","player","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","minute"
"1817","Draymond Green","Golden State Warriors","2/11/17",2016,1,9,16,"missed shot","Jump Shot","3PT Field Goal",25,"Oklahoma City Thunder",-122,223,3
"1818","Draymond Green","Golden State Warriors","2/10/17",2016,1,0,1,"missed shot","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",-129,242,12
"1819","Draymond Green","Golden State Warriors","2/10/17",2016,3,2,25,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-45,252,34
"1820","Draymond Green","Golden State Warriors","2/10/17",2016,4,9,59,"missed shot","Jump Shot","3PT Field Goal",25,"Memphis Grizzlies",-88,242,39
"1821","Draymond Green","Golden State Warriors","2/8/17",2016,4,4,26,"made shot","Jump Shot","3PT Field Goal",27,"Chicago Bulls",-47,272,44
"1822","Draymond Green","Golden State Warriors","2/8/17",2016,4,10,36,"missed shot","Jump Shot","3PT Field Goal",23,"Chicago Bulls",-230,11,38
"1823","Draymond Green","Golden State Warriors","2/8/17",2016,1,10,34,"missed shot","Jump Shot","2PT Field Goal",21,"Chicago Bulls",162,136,2
"1824","Draymond Green","Golden State Warriors","2/8/17",2016,4,11,38,"made shot","Jump Shot","3PT Field Goal",27,"Chicago Bulls",-153,223,37
"1825","Draymond Green","Golden State Warriors","2/8/17",2016,2,6,52,"made shot","Jump Shot","3PT Field Goal",28,"Chicago Bulls",-37,278,18
"1826","Draymond Green","Golden State Warriors","2/4/17",2016,2,9,54,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",4,252,15
"1827","Draymond Green","Golden State Warriors","2/4/17",2016,1,6,31,"missed shot","Jump Shot","2PT Field Goal",3,"Sacramento Kings",25,23,6
"1828","Draymond Green","Golden State Warriors","2/4/17",2016,4,10,52,"missed shot","Jump Shot","3PT Field Goal",26,"Sacramento Kings",15,267,38
"1829","Draymond Green","Golden State Warriors","2/4/17",2016,2,11,19,"missed shot","Jump Shot","2PT Field Goal",3,"Sacramento Kings",33,2,13
"1830","Draymond Green","Golden State Warriors","2/4/17",2016,4,9,18,"missed shot","Jump Shot","2PT Field Goal",18,"Sacramento Kings",-119,139,39
"1831","Draymond Green","Golden State Warriors","2/4/17",2016,1,9,39,"made shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-74,242,3
"1832","Draymond Green","Golden State Warriors","2/4/17",2016,1,6,10,"made shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",71,247,6
"1833","Draymond Green","Golden State Warriors","2/4/17",2016,3,5,44,"made shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-130,214,31
"1834","Draymond Green","Golden State Warriors","2/4/17",2016,3,0,55,"missed shot","Jump Shot","3PT Field Goal",26,"Sacramento Kings",220,156,36
"1835","Draymond Green","Golden State Warriors","2/4/17",2016,1,0,0,"missed shot","Jump Shot","3PT Field Goal",27,"Sacramento Kings",73,262,12
"1836","Draymond Green","Golden State Warriors","2/1/17",2016,2,2,39,"missed shot","Jump Shot","2PT Field Goal",16,"Charlotte Hornets",-98,127,22
"1837","Draymond Green","Golden State Warriors","2/1/17",2016,3,7,6,"missed shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",9,262,29
"1838","Draymond Green","Golden State Warriors","2/1/17",2016,3,4,26,"missed shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",212,156,32
"1839","Draymond Green","Golden State Warriors","2/1/17",2016,2,9,38,"missed shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-176,198,15
"1840","Draymond Green","Golden State Warriors","2/1/17",2016,2,7,57,"missed shot","Jump Shot","3PT Field Goal",26,"Charlotte Hornets",-204,164,17
"1841","Draymond Green","Golden State Warriors","2/1/17",2016,2,7,10,"missed shot","Jump Shot","3PT Field Goal",27,"Charlotte Hornets",-129,242,17
"1842","Draymond Green","Golden State Warriors","2/1/17",2016,3,11,18,"made shot","Jump Shot","3PT Field Goal",23,"Charlotte Hornets",232,8,25
"1843","Draymond Green","Golden State Warriors","1/29/17",2016,1,0,49,"made shot","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-99,223,12
"1844","Draymond Green","Golden State Warriors","1/29/17",2016,4,2,5,"missed shot","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",-47,237,46
"1845","Draymond Green","Golden State Warriors","1/29/17",2016,2,10,33,"missed shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-153,198,14
"1846","Draymond Green","Golden State Warriors","1/29/17",2016,2,2,22,"missed shot","Jump Shot","3PT Field Goal",24,"Portland Trail Blazers",133,208,22
"1847","Draymond Green","Golden State Warriors","1/29/17",2016,3,8,39,"missed shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",-19,257,28
"1848","Draymond Green","Golden State Warriors","1/28/17",2016,3,10,20,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Clippers",48,244,26
"1849","Draymond Green","Golden State Warriors","1/25/17",2016,1,5,56,"made shot","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",148,200,7
"1850","Draymond Green","Golden State Warriors","1/25/17",2016,3,9,59,"missed shot","Jump Shot","3PT Field Goal",28,"Charlotte Hornets",-81,272,27
"1851","Draymond Green","Golden State Warriors","1/25/17",2016,2,11,20,"made shot","Jump Shot","3PT Field Goal",24,"Charlotte Hornets",176,170,13
"1852","Draymond Green","Golden State Warriors","1/22/17",2016,4,9,37,"missed shot","Jump Shot","3PT Field Goal",25,"Orlando Magic",-22,257,39
"1853","Draymond Green","Golden State Warriors","1/22/17",2016,2,5,33,"missed shot","Jump Shot","3PT Field Goal",23,"Orlando Magic",-238,-1,19
"1854","Draymond Green","Golden State Warriors","1/22/17",2016,1,7,0,"missed shot","Jump Shot","3PT Field Goal",26,"Orlando Magic",-183,185,5
"1855","Draymond Green","Golden State Warriors","1/22/17",2016,3,0,0,"missed shot","Jump Shot","3PT Field Goal",23,"Orlando Magic",-237,31,36
"1856","Draymond Green","Golden State Warriors","1/20/17",2016,2,11,46,"missed shot","Jump Shot","2PT Field Goal",7,"Houston Rockets",32,65,13
"1857","Draymond Green","Golden State Warriors","1/20/17",2016,4,8,29,"missed shot","Jump Shot","2PT Field Goal",3,"Houston Rockets",1,36,40
"1858","Draymond Green","Golden State Warriors","1/20/17",2016,4,9,59,"missed shot","Jump Shot","3PT Field Goal",27,"Houston Rockets",79,259,39
"1859","Draymond Green","Golden State Warriors","1/20/17",2016,1,0,1,"missed shot","Jump Shot","3PT Field Goal",55,"Houston Rockets",-147,535,12
"1860","Draymond Green","Golden State Warriors","1/20/17",2016,2,6,50,"made shot","Jump Shot","3PT Field Goal",26,"Houston Rockets",-40,257,18
"1861","Draymond Green","Golden State Warriors","1/20/17",2016,3,7,37,"made shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",-4,247,29
"1862","Draymond Green","Golden State Warriors","1/20/17",2016,1,8,44,"made shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",143,203,4
"1863","Draymond Green","Golden State Warriors","1/20/17",2016,2,9,55,"missed shot","Jump Shot","2PT Field Goal",6,"Houston Rockets",-55,41,15
"1864","Draymond Green","Golden State Warriors","1/18/17",2016,3,8,29,"missed shot","Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",-2,36,28
"1865","Draymond Green","Golden State Warriors","1/18/17",2016,4,2,27,"missed shot","Jump Shot","3PT Field Goal",27,"Oklahoma City Thunder",132,237,46
"1866","Draymond Green","Golden State Warriors","1/16/17",2016,2,3,51,"missed shot","Jump Shot","2PT Field Goal",7,"Cleveland Cavaliers",-71,23,21
"1867","Draymond Green","Golden State Warriors","1/16/17",2016,2,10,41,"made shot","Jump Shot","2PT Field Goal",17,"Cleveland Cavaliers",-30,170,14
"1868","Draymond Green","Golden State Warriors","1/8/17",2016,1,7,41,"missed shot","Jump Shot","3PT Field Goal",24,"Sacramento Kings",69,237,5
"1869","Draymond Green","Golden State Warriors","1/8/17",2016,2,0,20,"missed shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",238,26,24
"1870","Draymond Green","Golden State Warriors","1/8/17",2016,4,1,10,"missed shot","Jump Shot","3PT Field Goal",25,"Sacramento Kings",-16,252,47
"1871","Draymond Green","Golden State Warriors","1/8/17",2016,3,6,26,"made shot","Jump Shot","3PT Field Goal",23,"Sacramento Kings",232,8,30
"1872","Draymond Green","Golden State Warriors","1/6/17",2016,1,7,1,"missed shot","Jump Shot","3PT Field Goal",27,"Memphis Grizzlies",112,247,5
"1873","Draymond Green","Golden State Warriors","1/4/17",2016,1,3,52,"missed shot","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-186,190,9
"1874","Draymond Green","Golden State Warriors","1/4/17",2016,4,10,39,"made shot","Jump Shot","2PT Field Goal",5,"Portland Trail Blazers",-47,33,38
"1875","Draymond Green","Golden State Warriors","1/4/17",2016,4,7,28,"missed shot","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-76,252,41
"1876","Draymond Green","Golden State Warriors","1/4/17",2016,1,9,42,"made shot","Jump Shot","3PT Field Goal",27,"Portland Trail Blazers",-173,213,3
"1877","Draymond Green","Golden State Warriors","1/4/17",2016,4,9,24,"made shot","Jump Shot","3PT Field Goal",26,"Portland Trail Blazers",-89,247,39
"1878","Draymond Green","Golden State Warriors","1/2/17",2016,2,0,33,"missed shot","Jump Shot","3PT Field Goal",29,"Denver Nuggets",-176,237,24
"1879","Draymond Green","Golden State Warriors","1/2/17",2016,3,3,23,"missed shot","Jump Shot","2PT Field Goal",5,"Denver Nuggets",27,51,33
"1880","Draymond Green","Golden State Warriors","12/30/16",2016,1,4,55,"missed shot","Jump Shot","3PT Field Goal",27,"Dallas Mavericks",-194,188,8
"1881","Draymond Green","Golden State Warriors","12/30/16",2016,1,11,47,"missed shot","Jump Shot","2PT Field Goal",9,"Dallas Mavericks",-22,90,1
"1882","Draymond Green","Golden State Warriors","12/28/16",2016,3,10,33,"missed shot","Jump Shot","3PT Field Goal",25,"Toronto Raptors",-89,242,26
"1883","Draymond Green","Golden State Warriors","12/28/16",2016,3,2,37,"missed shot","Jump Shot","2PT Field Goal",3,"Toronto Raptors",-25,21,34
"1884","Draymond Green","Golden State Warriors","12/25/16",2016,2,8,59,"missed shot","Jump Shot","3PT Field Goal",26,"Cleveland Cavaliers",-133,224,16
"1885","Draymond Green","Golden State Warriors","12/25/16",2016,4,3,17,"missed shot","Jump Shot","3PT Field Goal",24,"Cleveland Cavaliers",-248,0,45
"1886","Draymond Green","Golden State Warriors","12/23/16",2016,1,1,28,"missed shot","Jump Shot","3PT Field Goal",25,"Detroit Pistons",-192,169,11
"1887","Draymond Green","Golden State Warriors","12/23/16",2016,4,3,20,"missed shot","Jump Shot","2PT Field Goal",16,"Detroit Pistons",-4,169,45
"1888","Draymond Green","Golden State Warriors","12/23/16",2016,1,10,21,"missed shot","Jump Shot","3PT Field Goal",26,"Detroit Pistons",76,252,2
"1889","Draymond Green","Golden State Warriors","12/23/16",2016,3,10,24,"missed shot","Jump Shot","3PT Field Goal",27,"Detroit Pistons",-34,269,26
"1890","Draymond Green","Golden State Warriors","12/23/16",2016,2,6,16,"missed shot","Jump Shot","3PT Field Goal",26,"Detroit Pistons",-174,203,18
"1891","Draymond Green","Golden State Warriors","12/23/16",2016,1,5,25,"missed shot","Jump Shot","3PT Field Goal",25,"Detroit Pistons",-56,252,7
"1892","Draymond Green","Golden State Warriors","12/23/16",2016,4,2,0,"missed shot","Jump Shot","3PT Field Goal",25,"Detroit Pistons",215,134,46
"1893","Draymond Green","Golden State Warriors","12/20/16",2016,1,9,49,"missed shot","Jump Shot","3PT Field Goal",22,"Utah Jazz",223,23,3
"1894","Draymond Green","Golden State Warriors","12/20/16",2016,4,11,14,"made shot","Jump Shot","3PT Field Goal",25,"Utah Jazz",81,244,37
"1895","Draymond Green","Golden State Warriors","12/20/16",2016,3,5,46,"missed shot","Jump Shot","3PT Field Goal",25,"Utah Jazz",112,232,31
"1896","Draymond Green","Golden State Warriors","12/17/16",2016,1,6,27,"missed shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",30,257,6
"1897","Draymond Green","Golden State Warriors","12/17/16",2016,3,2,17,"missed shot","Jump Shot","3PT Field Goal",28,"Portland Trail Blazers",-138,244,34
"1898","Draymond Green","Golden State Warriors","12/17/16",2016,1,2,4,"missed shot","Jump Shot","2PT Field Goal",3,"Portland Trail Blazers",17,31,10
"1899","Draymond Green","Golden State Warriors","12/15/16",2016,3,10,38,"missed shot","Jump Shot","3PT Field Goal",26,"New York Knicks",-143,228,26
"1900","Draymond Green","Golden State Warriors","12/15/16",2016,1,7,59,"missed shot","Jump Shot","2PT Field Goal",19,"New York Knicks",-178,75,5
"1901","Draymond Green","Golden State Warriors","12/15/16",2016,1,11,27,"missed shot","Jump Shot","3PT Field Goal",25,"New York Knicks",-122,224,1
"1902","Draymond Green","Golden State Warriors","12/15/16",2016,4,3,38,"missed shot","Jump Shot","3PT Field Goal",27,"New York Knicks",35,272,45
"1903","Draymond Green","Golden State Warriors","12/15/16",2016,2,6,5,"missed shot","Jump Shot","3PT Field Goal",25,"New York Knicks",94,232,18
"1904","Draymond Green","Golden State Warriors","12/13/16",2016,1,1,38,"missed shot","Jump Shot","2PT Field Goal",20,"New Orleans Pelicans",207,11,11
"1905","Draymond Green","Golden State Warriors","12/13/16",2016,4,3,30,"missed shot","Jump Shot","2PT Field Goal",6,"New Orleans Pelicans",-56,31,45
"1906","Draymond Green","Golden State Warriors","12/13/16",2016,2,0,31,"missed shot","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-50,252,24
"1907","Draymond Green","Golden State Warriors","12/13/16",2016,3,7,50,"missed shot","Jump Shot","3PT Field Goal",28,"New Orleans Pelicans",10,287,29
"1908","Draymond Green","Golden State Warriors","12/13/16",2016,4,5,3,"made shot","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-158,218,43
"1909","Draymond Green","Golden State Warriors","12/13/16",2016,2,4,34,"made shot","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",-58,247,20
"1910","Draymond Green","Golden State Warriors","12/13/16",2016,1,8,36,"missed shot","Jump Shot","3PT Field Goal",23,"New Orleans Pelicans",238,0,4
"1911","Draymond Green","Golden State Warriors","12/11/16",2016,3,8,46,"missed shot","Jump Shot","3PT Field Goal",23,"Minnesota Timberwolves",238,21,28
"1912","Draymond Green","Golden State Warriors","12/11/16",2016,2,4,4,"made shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",9,252,20
"1913","Draymond Green","Golden State Warriors","12/11/16",2016,2,8,3,"missed shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",9,257,16
"1914","Draymond Green","Golden State Warriors","12/11/16",2016,2,4,57,"made shot","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-201,144,20
"1915","Draymond Green","Golden State Warriors","12/11/16",2016,3,3,14,"missed shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-137,218,33
"1916","Draymond Green","Golden State Warriors","12/11/16",2016,1,11,41,"made shot","Jump Shot","3PT Field Goal",25,"Minnesota Timberwolves",-150,203,1
"1917","Draymond Green","Golden State Warriors","12/11/16",2016,3,8,5,"made shot","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-65,239,28
"1918","Draymond Green","Golden State Warriors","12/11/16",2016,2,6,10,"made shot","Jump Shot","3PT Field Goal",24,"Minnesota Timberwolves",-16,247,18
"1919","Draymond Green","Golden State Warriors","12/10/16",2016,1,10,51,"missed shot","Jump Shot","3PT Field Goal",24,"Memphis Grizzlies",-156,195,2
"1920","Draymond Green","Golden State Warriors","12/10/16",2016,1,6,27,"missed shot","Jump Shot","2PT Field Goal",4,"Memphis Grizzlies",-4,43,6
"1921","Draymond Green","Golden State Warriors","12/10/16",2016,3,11,13,"missed shot","Jump Shot","2PT Field Goal",6,"Memphis Grizzlies",42,51,25
"1922","Draymond Green","Golden State Warriors","12/8/16",2016,2,2,28,"made shot","Jump Shot","3PT Field Goal",26,"Utah Jazz",-228,131,22
"1923","Draymond Green","Golden State Warriors","12/8/16",2016,2,6,40,"made shot","Jump Shot","3PT Field Goal",24,"Utah Jazz",148,195,18
"1924","Draymond Green","Golden State Warriors","12/8/16",2016,2,4,33,"made shot","Jump Shot","3PT Field Goal",25,"Utah Jazz",166,193,20
"1925","Draymond Green","Golden State Warriors","12/8/16",2016,1,11,25,"missed shot","Jump Shot","3PT Field Goal",25,"Utah Jazz",-194,159,1
"1926","Draymond Green","Golden State Warriors","12/8/16",2016,1,5,32,"made shot","Jump Shot","3PT Field Goal",24,"Utah Jazz",-112,214,7
"1927","Draymond Green","Golden State Warriors","12/8/16",2016,3,11,36,"missed shot","Jump Shot","3PT Field Goal",25,"Utah Jazz",37,249,25
"1928","Draymond Green","Golden State Warriors","12/7/16",2016,2,7,0,"made shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",20,264,17
"1929","Draymond Green","Golden State Warriors","12/7/16",2016,2,0,3,"made shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",195,180,24
"1930","Draymond Green","Golden State Warriors","12/7/16",2016,4,5,19,"missed shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-9,269,43
"1931","Draymond Green","Golden State Warriors","12/7/16",2016,1,2,38,"made shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",28,262,10
"1932","Draymond Green","Golden State Warriors","12/7/16",2016,2,0,47,"missed shot","Jump Shot","3PT Field Goal",26,"Los Angeles Clippers",-14,262,24
"1933","Draymond Green","Golden State Warriors","12/5/16",2016,1,4,45,"missed shot","Jump Shot","3PT Field Goal",25,"Indiana Pacers",117,223,8
"1934","Draymond Green","Golden State Warriors","12/3/16",2016,2,0,45,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",-142,223,24
"1935","Draymond Green","Golden State Warriors","12/3/16",2016,3,1,17,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",-207,170,35
"1936","Draymond Green","Golden State Warriors","12/3/16",2016,1,3,19,"missed shot","Jump Shot","2PT Field Goal",3,"Phoenix Suns",10,31,9
"1937","Draymond Green","Golden State Warriors","12/1/16",2016,3,9,3,"missed shot","Jump Shot","2PT Field Goal",4,"Houston Rockets",-14,46,27
"1938","Draymond Green","Golden State Warriors","12/1/16",2016,3,2,41,"missed shot","Jump Shot","2PT Field Goal",5,"Houston Rockets",-52,21,34
"1939","Draymond Green","Golden State Warriors","12/1/16",2016,2,2,36,"missed shot","Jump Shot","3PT Field Goal",25,"Houston Rockets",-35,252,22
"1940","Draymond Green","Golden State Warriors","12/1/16",2016,1,6,52,"missed shot","Jump Shot","3PT Field Goal",24,"Houston Rockets",66,234,6
"1941","Draymond Green","Golden State Warriors","11/28/16",2016,1,7,45,"missed shot","Jump Shot","2PT Field Goal",12,"Atlanta Hawks",-125,26,5
"1942","Draymond Green","Golden State Warriors","11/28/16",2016,3,10,17,"made shot","Jump Shot","2PT Field Goal",18,"Atlanta Hawks",-137,129,26
"1943","Draymond Green","Golden State Warriors","11/25/16",2016,3,10,15,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",-15,243,26
"1944","Draymond Green","Golden State Warriors","11/25/16",2016,3,8,54,"made shot","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",-55,246,28
"1945","Draymond Green","Golden State Warriors","11/23/16",2016,2,4,32,"missed shot","Jump Shot","3PT Field Goal",26,"Los Angeles Lakers",-40,267,20
"1946","Draymond Green","Golden State Warriors","11/21/16",2016,1,3,48,"missed shot","Jump Shot","3PT Field Goal",26,"Indiana Pacers",-161,210,9
"1947","Draymond Green","Golden State Warriors","11/21/16",2016,1,6,58,"missed shot","Jump Shot","3PT Field Goal",26,"Indiana Pacers",9,262,6
"1948","Draymond Green","Golden State Warriors","11/19/16",2016,1,5,36,"missed shot","Jump Shot","3PT Field Goal",27,"Milwaukee Bucks",-63,272,7
"1949","Draymond Green","Golden State Warriors","11/19/16",2016,1,9,12,"missed shot","Jump Shot","2PT Field Goal",6,"Milwaukee Bucks",-56,33,3
"1950","Draymond Green","Golden State Warriors","11/18/16",2016,4,4,43,"missed shot","Jump Shot","3PT Field Goal",26,"Boston Celtics",-119,232,44
"1951","Draymond Green","Golden State Warriors","11/18/16",2016,3,9,1,"made shot","Jump Shot","3PT Field Goal",25,"Boston Celtics",-161,195,27
"1952","Draymond Green","Golden State Warriors","11/18/16",2016,3,1,38,"missed shot","Jump Shot","3PT Field Goal",26,"Boston Celtics",9,267,35
"1953","Draymond Green","Golden State Warriors","11/18/16",2016,2,5,54,"missed shot","Jump Shot","3PT Field Goal",25,"Boston Celtics",-45,254,19
"1954","Draymond Green","Golden State Warriors","11/18/16",2016,3,10,46,"made shot","Jump Shot","3PT Field Goal",25,"Boston Celtics",35,249,26
"1955","Draymond Green","Golden State Warriors","11/18/16",2016,1,5,0,"missed shot","Jump Shot","3PT Field Goal",24,"Boston Celtics",-73,237,7
"1956","Draymond Green","Golden State Warriors","11/16/16",2016,2,6,8,"missed shot","Jump Shot","3PT Field Goal",26,"Toronto Raptors",-173,198,18
"1957","Draymond Green","Golden State Warriors","11/16/16",2016,1,3,46,"made shot","Jump Shot","3PT Field Goal",25,"Toronto Raptors",25,257,9
"1958","Draymond Green","Golden State Warriors","11/16/16",2016,1,2,36,"missed shot","Jump Shot","3PT Field Goal",28,"Toronto Raptors",194,208,10
"1959","Draymond Green","Golden State Warriors","11/13/16",2016,1,1,1,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",176,198,11
"1960","Draymond Green","Golden State Warriors","11/13/16",2016,3,9,22,"missed shot","Jump Shot","3PT Field Goal",25,"Phoenix Suns",-174,183,27
"1961","Draymond Green","Golden State Warriors","11/13/16",2016,1,7,8,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",19,269,5
"1962","Draymond Green","Golden State Warriors","11/10/16",2016,1,3,6,"made shot","Jump Shot","3PT Field Goal",25,"Denver Nuggets",-166,190,9
"1963","Draymond Green","Golden State Warriors","11/10/16",2016,1,11,37,"made shot","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-155,193,1
"1964","Draymond Green","Golden State Warriors","11/10/16",2016,3,11,18,"made shot","Jump Shot","3PT Field Goal",24,"Denver Nuggets",-101,228,25
"1965","Draymond Green","Golden State Warriors","11/10/16",2016,1,4,57,"missed shot","Jump Shot","3PT Field Goal",26,"Denver Nuggets",-143,218,8
"1966","Draymond Green","Golden State Warriors","11/9/16",2016,3,2,59,"missed shot","Jump Shot","3PT Field Goal",26,"Dallas Mavericks",107,237,34
"1967","Draymond Green","Golden State Warriors","11/9/16",2016,2,4,49,"made shot","Jump Shot","3PT Field Goal",25,"Dallas Mavericks",-24,252,20
"1968","Draymond Green","Golden State Warriors","11/7/16",2016,3,11,32,"missed shot","Jump Shot","3PT Field Goal",24,"New Orleans Pelicans",240,36,25
"1969","Draymond Green","Golden State Warriors","11/7/16",2016,2,1,37,"missed shot","Jump Shot","2PT Field Goal",3,"New Orleans Pelicans",1,36,23
"1970","Draymond Green","Golden State Warriors","11/4/16",2016,1,11,42,"missed shot","Jump Shot","3PT Field Goal",24,"Los Angeles Lakers",37,241,1
"1971","Draymond Green","Golden State Warriors","11/4/16",2016,3,0,0,"missed shot","Jump Shot","3PT Field Goal",40,"Los Angeles Lakers",18,408,36
"1972","Draymond Green","Golden State Warriors","11/4/16",2016,4,8,47,"missed shot","Jump Shot","3PT Field Goal",25,"Los Angeles Lakers",86,238,40
"1973","Draymond Green","Golden State Warriors","11/3/16",2016,1,10,15,"missed shot","Jump Shot","3PT Field Goal",26,"Oklahoma City Thunder",-55,257,2
"1974","Draymond Green","Golden State Warriors","11/3/16",2016,1,9,28,"missed shot","Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",-20,23,3
"1975","Draymond Green","Golden State Warriors","11/1/16",2016,1,5,7,"made shot","Jump Shot","3PT Field Goal",25,"Portland Trail Blazers",161,195,7
"1976","Draymond Green","Golden State Warriors","10/30/16",2016,1,7,48,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",187,185,5
"1977","Draymond Green","Golden State Warriors","10/30/16",2016,3,7,59,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",-4,262,29
"1978","Draymond Green","Golden State Warriors","10/30/16",2016,2,6,14,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",151,213,18
"1979","Draymond Green","Golden State Warriors","10/30/16",2016,4,2,26,"missed shot","Jump Shot","3PT Field Goal",26,"Phoenix Suns",-202,174,46
"1980","Draymond Green","Golden State Warriors","10/28/16",2016,3,11,40,"made shot","Jump Shot","3PT Field Goal",26,"New Orleans Pelicans",-42,257,25
"1981","Draymond Green","Golden State Warriors","10/28/16",2016,2,5,52,"missed shot","Jump Shot","2PT Field Goal",3,"New Orleans Pelicans",1,36,19
"1982","Draymond Green","Golden State Warriors","10/28/16",2016,2,1,26,"missed shot","Jump Shot","2PT Field Goal",4,"New Orleans Pelicans",-35,33,23
"1983","Draymond Green","Golden State Warriors","10/28/16",2016,1,7,15,"missed shot","Jump Shot","3PT Field Goal",25,"New Orleans Pelicans",19,252,5
"1984","Draymond Green","Golden State Warriors","10/25/16",2016,3,6,11,"missed shot","Jump Shot","3PT Field Goal",27,"San Antonio Spurs",-181,208,30
"1985","Draymond Green","Golden State Warriors","10/25/16",2016,3,7,16,"made shot","Jump Shot","3PT Field Goal",23,"San Antonio Spurs",233,36,29
"1986","Draymond Green","Golden State Warriors","10/25/16",2016,1,11,21,"missed shot","Jump Shot","3PT Field Goal",24,"San Antonio Spurs",-158,193,1
"1987","Draymond Green","Golden State Warriors","3/31/17",2016,2,2,6,"missed shot","Layup Shot","2PT Field Goal",2,"Houston Rockets",-9,28,22
"1988","Draymond Green","Golden State Warriors","2/13/17",2016,3,9,33,"made shot","Layup Shot","2PT Field Goal",1,"Denver Nuggets",-6,16,27
"1989","Draymond Green","Golden State Warriors","2/23/17",2016,2,11,32,"missed shot","Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",17,16,13
"1990","Draymond Green","Golden State Warriors","2/25/17",2016,3,7,4,"missed shot","Layup Shot","2PT Field Goal",2,"Brooklyn Nets",25,8,29
"1991","Draymond Green","Golden State Warriors","10/28/16",2016,1,6,49,"made shot","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,3,6
"1992","Draymond Green","Golden State Warriors","11/4/16",2016,4,7,45,"made shot","Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",5,0,41
"1993","Draymond Green","Golden State Warriors","12/1/16",2016,4,7,2,"made shot","Layup Shot","2PT Field Goal",0,"Houston Rockets",0,7,41
"1994","Draymond Green","Golden State Warriors","11/9/16",2016,1,8,17,"missed shot","Layup Shot","2PT Field Goal",3,"Dallas Mavericks",-19,28,4
"1995","Draymond Green","Golden State Warriors","2/27/17",2016,3,1,44,"missed shot","Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",6,8,35
"1996","Draymond Green","Golden State Warriors","10/28/16",2016,2,5,47,"made shot","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",9,23,19
"1997","Draymond Green","Golden State Warriors","4/4/17",2016,3,9,43,"missed shot","Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",-19,11,27
"1998","Draymond Green","Golden State Warriors","2/28/17",2016,4,3,4,"made shot","Layup Shot","2PT Field Goal",1,"Washington Wizards",-9,8,45
"1999","Draymond Green","Golden State Warriors","2/28/17",2016,1,5,38,"missed shot","Layup Shot","2PT Field Goal",2,"Washington Wizards",27,-11,7
